RecordID,Year,Adj. Day of Year,Species,Elevation,Pigment
4500,1991-01-01,1991-09-18,WA,1400,0.00
4501,1991-01-01,1991-09-19,WA,1400,0.00
4502,1991-01-01,1991-09-20,WA,1400,0.00
4503,1991-01-01,1991-09-21,WA,1400,0.00
4504,1991-01-01,1991-09-22,WA,1400,0.00
4505,1991-01-01,1991-09-23,WA,1400,0.00
4506,1991-01-01,1991-09-24,WA,1400,0.00
4507,1991-01-01,1991-09-25,WA,1400,0.00
4508,1991-01-01,1991-09-26,WA,1400,0.00
4509,1991-01-01,1991-09-27,WA,1400,0.00
4510,1991-01-01,1991-09-28,WA,1400,0.00
4511,1991-01-01,1991-09-29,WA,1400,0.00
4512,1991-01-01,1991-09-30,WA,1400,0.00
4513,1991-01-01,1991-10-01,WA,1400,0.00
4514,1991-01-01,1991-10-02,WA,1400,0.00
4515,1991-01-01,1991-10-03,WA,1400,0.00
4516,1991-01-01,1991-10-04,WA,1400,0.00
4517,1991-01-01,1991-10-05,WA,1400,0.00
4518,1991-01-01,1991-10-06,WA,1400,0.00
4519,1991-01-01,1991-10-07,WA,1400,0.00
4520,1991-01-01,1991-10-08,WA,1400,0.00
4521,1991-01-01,1991-10-09,WA,1400,0.00
4522,1991-01-01,1991-10-10,WA,1400,0.00
4523,1991-01-01,1991-10-11,WA,1400,0.00
4524,1991-01-01,1991-10-12,WA,1400,0.00
4525,1991-01-01,1991-10-13,WA,1400,0.00
4526,1991-01-01,1991-10-14,WA,1400,0.00
4527,1991-01-01,1991-10-15,WA,1400,0.00
4528,1991-01-01,1991-10-16,WA,1400,0.00
4529,1991-01-01,1991-10-17,WA,1400,0.00
4530,1991-01-01,1991-10-18,WA,1400,0.00
4531,1991-01-01,1991-10-19,WA,1400,0.00
4532,1991-01-01,1991-10-20,WA,1400,0.00
4533,1991-01-01,1991-10-21,WA,1400,0.00
4534,1991-01-01,1991-10-22,WA,1400,0.00
4535,1991-01-01,1991-10-23,WA,1400,0.00
4536,1991-01-01,1991-10-24,WA,1400,0.00
4537,1991-01-01,1991-10-25,WA,1400,0.00
4538,1991-01-01,1991-10-26,WA,1400,0.00
4539,1991-01-01,1991-10-27,WA,1400,0.00
4540,1991-01-01,1991-10-28,WA,1400,0.00
4541,1991-01-01,1991-10-29,WA,1400,0.00
4542,1991-01-01,1991-10-30,WA,1400,0.00
4543,1991-01-01,1991-10-31,WA,1400,0.00
4544,1991-01-01,1991-11-01,WA,1400,0.00
4545,1991-01-01,1991-11-02,WA,1400,0.00
4546,1991-01-01,1991-11-03,WA,1400,0.00
4547,1991-01-01,1991-11-04,WA,1400,0.0
4548,1991-01-01,1991-11-05,WA,1400,0.0
4549,1991-01-01,1991-11-06,WA,1400,0.0
4550,1991-01-01,1991-11-07,WA,1400,0.0
4551,1992-01-01,1992-09-03,WA,1400,0.00
4552,1992-01-01,1992-09-04,WA,1400,0.00
4553,1992-01-01,1992-09-05,WA,1400,0.00
4554,1992-01-01,1992-09-06,WA,1400,0.00
4555,1992-01-01,1992-09-07,WA,1400,0.00
4556,1992-01-01,1992-09-08,WA,1400,0.00
4557,1992-01-01,1992-09-09,WA,1400,0.00
4558,1992-01-01,1992-09-10,WA,1400,0.00
4559,1992-01-01,1992-09-11,WA,1400,0.00
4560,1992-01-01,1992-09-12,WA,1400,0.00
4561,1992-01-01,1992-09-13,WA,1400,0.00
4562,1992-01-01,1992-09-14,WA,1400,0.00
4563,1992-01-01,1992-09-15,WA,1400,0.00
4564,1992-01-01,1992-09-16,WA,1400,0.00
4565,1992-01-01,1992-09-17,WA,1400,0.00
4566,1992-01-01,1992-09-18,WA,1400,0.00
4567,1992-01-01,1992-09-19,WA,1400,0.00
4568,1992-01-01,1992-09-20,WA,1400,0.00
4569,1992-01-01,1992-09-21,WA,1400,0.00
4570,1992-01-01,1992-09-22,WA,1400,0.00
4571,1992-01-01,1992-09-23,WA,1400,0.00
4572,1992-01-01,1992-09-24,WA,1400,0.00
4573,1992-01-01,1992-09-25,WA,1400,0.00
4574,1992-01-01,1992-09-26,WA,1400,0.00
4575,1992-01-01,1992-09-27,WA,1400,0.00
4576,1992-01-01,1992-09-28,WA,1400,0.00
4577,1992-01-01,1992-09-29,WA,1400,0.00
4578,1992-01-01,1992-09-30,WA,1400,0.00
4579,1992-01-01,1992-10-01,WA,1400,0.00
4580,1992-01-01,1992-10-02,WA,1400,0.00
4581,1992-01-01,1992-10-03,WA,1400,0.00
4582,1992-01-01,1992-10-04,WA,1400,0.00
4583,1992-01-01,1992-10-05,WA,1400,0.00
4584,1992-01-01,1992-10-06,WA,1400,0.00
4585,1992-01-01,1992-10-07,WA,1400,0.00
4586,1992-01-01,1992-10-08,WA,1400,0.00
4587,1992-01-01,1992-10-09,WA,1400,0.00
4588,1992-01-01,1992-10-10,WA,1400,0.00
4589,1992-01-01,1992-10-11,WA,1400,0.00
4590,1992-01-01,1992-10-12,WA,1400,0.00
4591,1992-01-01,1992-10-13,WA,1400,0.00
4592,1992-01-01,1992-10-14,WA,1400,0.00
4593,1992-01-01,1992-10-15,WA,1400,0.00
4594,1992-01-01,1992-10-16,WA,1400,0.00
4595,1992-01-01,1992-10-17,WA,1400,0.00
4596,1992-01-01,1992-10-18,WA,1400,0.00
4597,1992-01-01,1992-10-19,WA,1400,0.00
4598,1992-01-01,1992-10-20,WA,1400,0.00
4599,1992-01-01,1992-10-21,WA,1400,0.00
4600,1992-01-01,1992-10-22,WA,1400,0.00
4601,1992-01-01,1992-10-23,WA,1400,0.00
4602,1992-01-01,1992-10-24,WA,1400,0.00
4603,1992-01-01,1992-10-25,WA,1400,0.00
4604,1992-01-01,1992-10-26,WA,1400,0.00
4605,1992-01-01,1992-10-27,WA,1400,0.00
4606,1992-01-01,1992-10-28,WA,1400,0.00
4607,1992-01-01,1992-10-29,WA,1400,0.00
4608,1992-01-01,1992-10-30,WA,1400,0.00
4609,1992-01-01,1992-10-31,WA,1400,0.00
4610,1992-01-01,1992-11-01,WA,1400,0.00
4611,1992-01-01,1992-11-02,WA,1400,0.00
4612,1992-01-01,1992-11-03,WA,1400,0.0
4613,1992-01-01,1992-11-04,WA,1400,0.0
4614,1992-01-01,1992-11-05,WA,1400,0.0
4615,1992-01-01,1992-11-06,WA,1400,0.0
4616,1993-01-01,1993-09-04,WA,1400,0.00
4617,1993-01-01,1993-09-05,WA,1400,0.00
4618,1993-01-01,1993-09-06,WA,1400,0.00
4619,1993-01-01,1993-09-07,WA,1400,0.00
4620,1993-01-01,1993-09-08,WA,1400,0.00
4621,1993-01-01,1993-09-09,WA,1400,0.00
4622,1993-01-01,1993-09-10,WA,1400,0.00
4623,1993-01-01,1993-09-11,WA,1400,0.00
4624,1993-01-01,1993-09-12,WA,1400,0.00
4625,1993-01-01,1993-09-13,WA,1400,0.00
4626,1993-01-01,1993-09-14,WA,1400,0.00
4627,1993-01-01,1993-09-15,WA,1400,0.00
4628,1993-01-01,1993-09-16,WA,1400,0.00
4629,1993-01-01,1993-09-17,WA,1400,0.00
4630,1993-01-01,1993-09-18,WA,1400,0.00
4631,1993-01-01,1993-09-19,WA,1400,0.00
4632,1993-01-01,1993-09-20,WA,1400,0.00
4633,1993-01-01,1993-09-21,WA,1400,0.00
4634,1993-01-01,1993-09-22,WA,1400,0.00
4635,1993-01-01,1993-09-23,WA,1400,0.00
4636,1993-01-01,1993-09-24,WA,1400,0.00
4637,1993-01-01,1993-09-25,WA,1400,0.00
4638,1993-01-01,1993-09-26,WA,1400,0.00
4639,1993-01-01,1993-09-27,WA,1400,0.00
4640,1993-01-01,1993-09-28,WA,1400,0.00
4641,1993-01-01,1993-09-29,WA,1400,0.00
4642,1993-01-01,1993-09-30,WA,1400,0.00
4643,1993-01-01,1993-10-01,WA,1400,0.00
4644,1993-01-01,1993-10-02,WA,1400,0.00
4645,1993-01-01,1993-10-03,WA,1400,0.00
4646,1993-01-01,1993-10-04,WA,1400,0.00
4647,1993-01-01,1993-10-05,WA,1400,0.00
4648,1993-01-01,1993-10-06,WA,1400,0.00
4649,1993-01-01,1993-10-07,WA,1400,0.00
4650,1993-01-01,1993-10-08,WA,1400,0.00
4651,1993-01-01,1993-10-09,WA,1400,0.00
4652,1993-01-01,1993-10-10,WA,1400,0.00
4653,1993-01-01,1993-10-11,WA,1400,0.00
4654,1993-01-01,1993-10-12,WA,1400,0.00
4655,1993-01-01,1993-10-13,WA,1400,0.00
4656,1993-01-01,1993-10-14,WA,1400,0.00
4657,1993-01-01,1993-10-15,WA,1400,0.00
4658,1993-01-01,1993-10-16,WA,1400,0.00
4659,1993-01-01,1993-10-17,WA,1400,0.00
4660,1993-01-01,1993-10-18,WA,1400,0.00
4661,1993-01-01,1993-10-19,WA,1400,0.00
4662,1993-01-01,1993-10-20,WA,1400,0.00
4663,1993-01-01,1993-10-21,WA,1400,0.00
4664,1993-01-01,1993-10-22,WA,1400,0.00
4665,1993-01-01,1993-10-23,WA,1400,0.00
4666,1993-01-01,1993-10-24,WA,1400,0.00
4667,1993-01-01,1993-10-25,WA,1400,0.00
4668,1993-01-01,1993-10-26,WA,1400,0.00
4669,1993-01-01,1993-10-27,WA,1400,0.00
4670,1993-01-01,1993-10-28,WA,1400,0.00
4671,1993-01-01,1993-10-29,WA,1400,0.00
4672,1993-01-01,1993-10-30,WA,1400,0.00
4673,1993-01-01,1993-10-31,WA,1400,0.00
4674,1993-01-01,1993-11-01,WA,1400,0.00
4675,1993-01-01,1993-11-02,WA,1400,0.00
4676,1993-01-01,1993-11-03,WA,1400,0.00
4677,1993-01-01,1993-11-04,WA,1400,0.0
4678,1993-01-01,1993-11-05,WA,1400,0.0
4679,1993-01-01,1993-11-06,WA,1400,0.0
4680,1993-01-01,1993-11-07,WA,1400,0.0
4681,1994-01-01,1994-09-04,WA,1400,0.00
4682,1994-01-01,1994-09-05,WA,1400,0.00
4683,1994-01-01,1994-09-06,WA,1400,0.00
4684,1994-01-01,1994-09-07,WA,1400,0.00
4685,1994-01-01,1994-09-08,WA,1400,0.00
4686,1994-01-01,1994-09-09,WA,1400,0.00
4687,1994-01-01,1994-09-10,WA,1400,0.00
4688,1994-01-01,1994-09-11,WA,1400,0.00
4689,1994-01-01,1994-09-12,WA,1400,0.00
4690,1994-01-01,1994-09-13,WA,1400,0.00
4691,1994-01-01,1994-09-14,WA,1400,0.00
4692,1994-01-01,1994-09-15,WA,1400,0.00
4693,1994-01-01,1994-09-16,WA,1400,0.00
4694,1994-01-01,1994-09-17,WA,1400,0.00
4695,1994-01-01,1994-09-18,WA,1400,0.00
4696,1994-01-01,1994-09-19,WA,1400,0.00
4697,1994-01-01,1994-09-20,WA,1400,0.00
4698,1994-01-01,1994-09-21,WA,1400,0.00
4699,1994-01-01,1994-09-22,WA,1400,0.00
4700,1994-01-01,1994-09-23,WA,1400,0.00
4701,1994-01-01,1994-09-24,WA,1400,0.00
4702,1994-01-01,1994-09-25,WA,1400,0.00
4703,1994-01-01,1994-09-26,WA,1400,0.00
4704,1994-01-01,1994-09-27,WA,1400,0.00
4705,1994-01-01,1994-09-28,WA,1400,0.00
4706,1994-01-01,1994-09-29,WA,1400,0.00
4707,1994-01-01,1994-09-30,WA,1400,0.00
4708,1994-01-01,1994-10-01,WA,1400,0.00
4709,1994-01-01,1994-10-02,WA,1400,0.00
4710,1994-01-01,1994-10-03,WA,1400,0.00
4711,1994-01-01,1994-10-04,WA,1400,0.00
4712,1994-01-01,1994-10-05,WA,1400,0.00
4713,1994-01-01,1994-10-06,WA,1400,0.00
4714,1994-01-01,1994-10-07,WA,1400,0.00
4715,1994-01-01,1994-10-08,WA,1400,0.00
4716,1994-01-01,1994-10-09,WA,1400,0.00
4717,1994-01-01,1994-10-10,WA,1400,0.00
4718,1994-01-01,1994-10-11,WA,1400,0.00
4719,1994-01-01,1994-10-12,WA,1400,0.00
4720,1994-01-01,1994-10-13,WA,1400,0.00
4721,1994-01-01,1994-10-14,WA,1400,0.00
4722,1994-01-01,1994-10-15,WA,1400,0.00
4723,1994-01-01,1994-10-16,WA,1400,0.00
4724,1994-01-01,1994-10-17,WA,1400,0.00
4725,1994-01-01,1994-10-18,WA,1400,0.00
4726,1994-01-01,1994-10-19,WA,1400,0.00
4727,1994-01-01,1994-10-20,WA,1400,0.00
4728,1994-01-01,1994-10-21,WA,1400,0.00
4729,1994-01-01,1994-10-22,WA,1400,0.00
4730,1994-01-01,1994-10-23,WA,1400,0.00
4731,1994-01-01,1994-10-24,WA,1400,0.00
4732,1994-01-01,1994-10-25,WA,1400,0.00
4733,1994-01-01,1994-10-26,WA,1400,0.00
4734,1994-01-01,1994-10-27,WA,1400,0.00
4735,1994-01-01,1994-10-28,WA,1400,0.00
4736,1994-01-01,1994-10-29,WA,1400,0.00
4737,1994-01-01,1994-10-30,WA,1400,0.00
4738,1994-01-01,1994-10-31,WA,1400,0.00
4739,1994-01-01,1994-11-01,WA,1400,0.00
4740,1994-01-01,1994-11-02,WA,1400,0.00
4741,1994-01-01,1994-11-03,WA,1400,0.00
4742,1994-01-01,1994-11-04,WA,1400,0.0
4743,1994-01-01,1994-11-05,WA,1400,0.0
4744,1994-01-01,1994-11-06,WA,1400,0.0
4745,1994-01-01,1994-11-07,WA,1400,0.0
4746,1995-01-01,1995-09-04,WA,1400,0.40
4747,1995-01-01,1995-09-05,WA,1400,0.80
4748,1995-01-01,1995-09-06,WA,1400,1.20
4749,1995-01-01,1995-09-07,WA,1400,1.60
4750,1995-01-01,1995-09-08,WA,1400,2.00
4751,1995-01-01,1995-09-09,WA,1400,2.60
4752,1995-01-01,1995-09-10,WA,1400,3.20
4753,1995-01-01,1995-09-11,WA,1400,3.90
4754,1995-01-01,1995-09-12,WA,1400,4.50
4755,1995-01-01,1995-09-13,WA,1400,5.10
4756,1995-01-01,1995-09-14,WA,1400,5.70
4757,1995-01-01,1995-09-15,WA,1400,6.30
4758,1995-01-01,1995-09-16,WA,1400,7.00
4759,1995-01-01,1995-09-17,WA,1400,7.60
4760,1995-01-01,1995-09-18,WA,1400,8.20
4761,1995-01-01,1995-09-19,WA,1400,8.80
4762,1995-01-01,1995-09-20,WA,1400,9.40
4763,1995-01-01,1995-09-21,WA,1400,10.00
4764,1995-01-01,1995-09-22,WA,1400,14.40
4765,1995-01-01,1995-09-23,WA,1400,18.70
4766,1995-01-01,1995-09-24,WA,1400,23.10
4767,1995-01-01,1995-09-25,WA,1400,27.50
4768,1995-01-01,1995-09-26,WA,1400,31.90
4769,1995-01-01,1995-09-27,WA,1400,36.20
4770,1995-01-01,1995-09-28,WA,1400,40.60
4771,1995-01-01,1995-09-29,WA,1400,45.00
4772,1995-01-01,1995-09-30,WA,1400,49.30
4773,1995-01-01,1995-10-01,WA,1400,49.60
4774,1995-01-01,1995-10-02,WA,1400,50.00
4775,1995-01-01,1995-10-03,WA,1400,50.30
4776,1995-01-01,1995-10-04,WA,1400,50.60
4777,1995-01-01,1995-10-05,WA,1400,51.00
4778,1995-01-01,1995-10-06,WA,1400,51.30
4779,1995-01-01,1995-10-07,WA,1400,46.20
4780,1995-01-01,1995-10-08,WA,1400,41.00
4781,1995-01-01,1995-10-09,WA,1400,35.90
4782,1995-01-01,1995-10-10,WA,1400,30.70
4783,1995-01-01,1995-10-11,WA,1400,25.60
4784,1995-01-01,1995-10-12,WA,1400,20.50
4785,1995-01-01,1995-10-13,WA,1400,15.30
4786,1995-01-01,1995-10-14,WA,1400,13.10
4787,1995-01-01,1995-10-15,WA,1400,10.90
4788,1995-01-01,1995-10-16,WA,1400,8.70
4789,1995-01-01,1995-10-17,WA,1400,6.50
4790,1995-01-01,1995-10-18,WA,1400,4.40
4791,1995-01-01,1995-10-19,WA,1400,2.20
4792,1995-01-01,1995-10-20,WA,1400,0.00
4793,1995-01-01,1995-10-21,WA,1400,0.00
4794,1995-01-01,1995-10-22,WA,1400,0.00
4795,1995-01-01,1995-10-23,WA,1400,0.00
4796,1995-01-01,1995-10-24,WA,1400,0.00
4797,1995-01-01,1995-10-25,WA,1400,0.00
4798,1995-01-01,1995-10-26,WA,1400,0.00
4799,1995-01-01,1995-10-27,WA,1400,0.00
4800,1995-01-01,1995-10-28,WA,1400,0.00
4801,1995-01-01,1995-10-29,WA,1400,0.00
4802,1995-01-01,1995-10-30,WA,1400,0.00
4803,1995-01-01,1995-10-31,WA,1400,0.00
4804,1995-01-01,1995-11-01,WA,1400,0.00
4805,1995-01-01,1995-11-02,WA,1400,0.00
4806,1995-01-01,1995-11-03,WA,1400,0.00
4807,1995-01-01,1995-11-04,WA,1400,0.0
4808,1995-01-01,1995-11-05,WA,1400,0.0
4809,1995-01-01,1995-11-06,WA,1400,0.0
4810,1995-01-01,1995-11-07,WA,1400,0.0
4811,1996-01-01,1996-09-03,WA,1400,0.60
4812,1996-01-01,1996-09-04,WA,1400,1.30
4813,1996-01-01,1996-09-05,WA,1400,1.90
4814,1996-01-01,1996-09-06,WA,1400,2.50
4815,1996-01-01,1996-09-07,WA,1400,2.70
4816,1996-01-01,1996-09-08,WA,1400,2.90
4817,1996-01-01,1996-09-09,WA,1400,3.10
4818,1996-01-01,1996-09-10,WA,1400,3.30
4819,1996-01-01,1996-09-11,WA,1400,3.50
4820,1996-01-01,1996-09-12,WA,1400,3.60
4821,1996-01-01,1996-09-13,WA,1400,3.80
4822,1996-01-01,1996-09-14,WA,1400,4.00
4823,1996-01-01,1996-09-15,WA,1400,4.20
4824,1996-01-01,1996-09-16,WA,1400,4.40
4825,1996-01-01,1996-09-17,WA,1400,4.60
4826,1996-01-01,1996-09-18,WA,1400,4.80
4827,1996-01-01,1996-09-19,WA,1400,5.00
4828,1996-01-01,1996-09-20,WA,1400,5.70
4829,1996-01-01,1996-09-21,WA,1400,6.40
4830,1996-01-01,1996-09-22,WA,1400,7.20
4831,1996-01-01,1996-09-23,WA,1400,7.90
4832,1996-01-01,1996-09-24,WA,1400,8.60
4833,1996-01-01,1996-09-25,WA,1400,9.30
4834,1996-01-01,1996-09-26,WA,1400,10.00
4835,1996-01-01,1996-09-27,WA,1400,10.80
4836,1996-01-01,1996-09-28,WA,1400,11.50
4837,1996-01-01,1996-09-29,WA,1400,12.30
4838,1996-01-01,1996-09-30,WA,1400,13.20
4839,1996-01-01,1996-10-01,WA,1400,14.00
4840,1996-01-01,1996-10-02,WA,1400,14.80
4841,1996-01-01,1996-10-03,WA,1400,15.70
4842,1996-01-01,1996-10-04,WA,1400,16.50
4843,1996-01-01,1996-10-05,WA,1400,17.30
4844,1996-01-01,1996-10-06,WA,1400,19.20
4845,1996-01-01,1996-10-07,WA,1400,21.00
4846,1996-01-01,1996-10-08,WA,1400,22.90
4847,1996-01-01,1996-10-09,WA,1400,24.70
4848,1996-01-01,1996-10-10,WA,1400,26.60
4849,1996-01-01,1996-10-11,WA,1400,28.50
4850,1996-01-01,1996-10-12,WA,1400,30.30
4851,1996-01-01,1996-10-13,WA,1400,27.20
4852,1996-01-01,1996-10-14,WA,1400,24.00
4853,1996-01-01,1996-10-15,WA,1400,20.90
4854,1996-01-01,1996-10-16,WA,1400,17.80
4855,1996-01-01,1996-10-17,WA,1400,14.70
4856,1996-01-01,1996-10-18,WA,1400,11.50
4857,1996-01-01,1996-10-19,WA,1400,9.40
4858,1996-01-01,1996-10-20,WA,1400,7.20
4859,1996-01-01,1996-10-21,WA,1400,5.10
4860,1996-01-01,1996-10-22,WA,1400,2.90
4861,1996-01-01,1996-10-23,WA,1400,0.80
4862,1996-01-01,1996-10-24,WA,1400,0.60
4863,1996-01-01,1996-10-25,WA,1400,0.40
4864,1996-01-01,1996-10-26,WA,1400,0.20
4865,1996-01-01,1996-10-27,WA,1400,0.00
4866,1996-01-01,1996-10-28,WA,1400,0.00
4867,1996-01-01,1996-10-29,WA,1400,0.00
4868,1996-01-01,1996-10-30,WA,1400,0.00
4869,1996-01-01,1996-10-31,WA,1400,0.00
4870,1996-01-01,1996-11-01,WA,1400,0.00
4871,1996-01-01,1996-11-02,WA,1400,0.00
4872,1996-01-01,1996-11-03,WA,1400,0.0
4873,1996-01-01,1996-11-04,WA,1400,0.0
4874,1996-01-01,1996-11-05,WA,1400,0.0
4875,1996-01-01,1996-11-06,WA,1400,0.0
4876,1997-01-01,1997-09-04,WA,1400,0.00
4877,1997-01-01,1997-09-05,WA,1400,0.20
4878,1997-01-01,1997-09-06,WA,1400,0.50
4879,1997-01-01,1997-09-07,WA,1400,0.70
4880,1997-01-01,1997-09-08,WA,1400,0.90
4881,1997-01-01,1997-09-09,WA,1400,1.20
4882,1997-01-01,1997-09-10,WA,1400,1.40
4883,1997-01-01,1997-09-11,WA,1400,1.60
4884,1997-01-01,1997-09-12,WA,1400,1.80
4885,1997-01-01,1997-09-13,WA,1400,2.10
4886,1997-01-01,1997-09-14,WA,1400,2.30
4887,1997-01-01,1997-09-15,WA,1400,2.50
4888,1997-01-01,1997-09-16,WA,1400,2.80
4889,1997-01-01,1997-09-17,WA,1400,3.00
4890,1997-01-01,1997-09-18,WA,1400,4.50
4891,1997-01-01,1997-09-19,WA,1400,5.90
4892,1997-01-01,1997-09-20,WA,1400,7.40
4893,1997-01-01,1997-09-21,WA,1400,8.90
4894,1997-01-01,1997-09-22,WA,1400,10.40
4895,1997-01-01,1997-09-23,WA,1400,11.80
4896,1997-01-01,1997-09-24,WA,1400,13.30
4897,1997-01-01,1997-09-25,WA,1400,14.80
4898,1997-01-01,1997-09-26,WA,1400,16.20
4899,1997-01-01,1997-09-27,WA,1400,17.70
4900,1997-01-01,1997-09-28,WA,1400,19.20
4901,1997-01-01,1997-09-29,WA,1400,20.60
4902,1997-01-01,1997-09-30,WA,1400,22.10
4903,1997-01-01,1997-10-01,WA,1400,23.60
4904,1997-01-01,1997-10-02,WA,1400,25.00
4905,1997-01-01,1997-10-03,WA,1400,27.80
4906,1997-01-01,1997-10-04,WA,1400,30.60
4907,1997-01-01,1997-10-05,WA,1400,33.40
4908,1997-01-01,1997-10-06,WA,1400,36.20
4909,1997-01-01,1997-10-07,WA,1400,39.00
4910,1997-01-01,1997-10-08,WA,1400,41.80
4911,1997-01-01,1997-10-09,WA,1400,40.50
4912,1997-01-01,1997-10-10,WA,1400,39.30
4913,1997-01-01,1997-10-11,WA,1400,38.00
4914,1997-01-01,1997-10-12,WA,1400,36.80
4915,1997-01-01,1997-10-13,WA,1400,35.50
4916,1997-01-01,1997-10-14,WA,1400,34.20
4917,1997-01-01,1997-10-15,WA,1400,33.00
4918,1997-01-01,1997-10-16,WA,1400,30.20
4919,1997-01-01,1997-10-17,WA,1400,27.40
4920,1997-01-01,1997-10-18,WA,1400,24.70
4921,1997-01-01,1997-10-19,WA,1400,21.90
4922,1997-01-01,1997-10-20,WA,1400,19.10
4923,1997-01-01,1997-10-21,WA,1400,16.30
4924,1997-01-01,1997-10-22,WA,1400,14.00
4925,1997-01-01,1997-10-23,WA,1400,11.60
4926,1997-01-01,1997-10-24,WA,1400,9.30
4927,1997-01-01,1997-10-25,WA,1400,7.00
4928,1997-01-01,1997-10-26,WA,1400,4.70
4929,1997-01-01,1997-10-27,WA,1400,2.30
4930,1997-01-01,1997-10-28,WA,1400,0.00
4931,1997-01-01,1997-10-29,WA,1400,0.00
4932,1997-01-01,1997-10-30,WA,1400,0.00
4933,1997-01-01,1997-10-31,WA,1400,0.00
4934,1997-01-01,1997-11-01,WA,1400,0.00
4935,1997-01-01,1997-11-02,WA,1400,0.00
4936,1997-01-01,1997-11-03,WA,1400,0.00
4937,1997-01-01,1997-11-04,WA,1400,0.0
4938,1997-01-01,1997-11-05,WA,1400,0.0
4939,1997-01-01,1997-11-06,WA,1400,0.0
4940,1997-01-01,1997-11-07,WA,1400,0.0
4941,1998-01-01,1998-09-04,WA,1400,0.00
4942,1998-01-01,1998-09-05,WA,1400,0.00
4943,1998-01-01,1998-09-06,WA,1400,0.20
4944,1998-01-01,1998-09-07,WA,1400,0.30
4945,1998-01-01,1998-09-08,WA,1400,0.50
4946,1998-01-01,1998-09-09,WA,1400,0.60
4947,1998-01-01,1998-09-10,WA,1400,0.80
4948,1998-01-01,1998-09-11,WA,1400,0.90
4949,1998-01-01,1998-09-12,WA,1400,1.10
4950,1998-01-01,1998-09-13,WA,1400,1.20
4951,1998-01-01,1998-09-14,WA,1400,1.40
4952,1998-01-01,1998-09-15,WA,1400,1.50
4953,1998-01-01,1998-09-16,WA,1400,1.70
4954,1998-01-01,1998-09-17,WA,1400,1.80
4955,1998-01-01,1998-09-18,WA,1400,2.00
4956,1998-01-01,1998-09-19,WA,1400,3.30
4957,1998-01-01,1998-09-20,WA,1400,4.50
4958,1998-01-01,1998-09-21,WA,1400,5.80
4959,1998-01-01,1998-09-22,WA,1400,7.00
4960,1998-01-01,1998-09-23,WA,1400,8.30
4961,1998-01-01,1998-09-24,WA,1400,9.50
4962,1998-01-01,1998-09-25,WA,1400,10.80
4963,1998-01-01,1998-09-26,WA,1400,12.00
4964,1998-01-01,1998-09-27,WA,1400,16.90
4965,1998-01-01,1998-09-28,WA,1400,21.90
4966,1998-01-01,1998-09-29,WA,1400,26.80
4967,1998-01-01,1998-09-30,WA,1400,31.70
4968,1998-01-01,1998-10-01,WA,1400,36.70
4969,1998-01-01,1998-10-02,WA,1400,41.60
4970,1998-01-01,1998-10-03,WA,1400,46.50
4971,1998-01-01,1998-10-04,WA,1400,47.00
4972,1998-01-01,1998-10-05,WA,1400,47.40
4973,1998-01-01,1998-10-06,WA,1400,47.90
4974,1998-01-01,1998-10-07,WA,1400,48.40
4975,1998-01-01,1998-10-08,WA,1400,48.90
4976,1998-01-01,1998-10-09,WA,1400,49.30
4977,1998-01-01,1998-10-10,WA,1400,49.80
4978,1998-01-01,1998-10-11,WA,1400,43.40
4979,1998-01-01,1998-10-12,WA,1400,37.00
4980,1998-01-01,1998-10-13,WA,1400,30.50
4981,1998-01-01,1998-10-14,WA,1400,24.10
4982,1998-01-01,1998-10-15,WA,1400,17.70
4983,1998-01-01,1998-10-16,WA,1400,11.30
4984,1998-01-01,1998-10-17,WA,1400,9.40
4985,1998-01-01,1998-10-18,WA,1400,7.50
4986,1998-01-01,1998-10-19,WA,1400,5.70
4987,1998-01-01,1998-10-20,WA,1400,3.80
4988,1998-01-01,1998-10-21,WA,1400,1.90
4989,1998-01-01,1998-10-22,WA,1400,0.00
4990,1998-01-01,1998-10-23,WA,1400,0.00
4991,1998-01-01,1998-10-24,WA,1400,0.00
4992,1998-01-01,1998-10-25,WA,1400,0.00
4993,1998-01-01,1998-10-26,WA,1400,0.00
4994,1998-01-01,1998-10-27,WA,1400,0.00
4995,1998-01-01,1998-10-28,WA,1400,0.00
4996,1998-01-01,1998-10-29,WA,1400,0.00
4997,1998-01-01,1998-10-30,WA,1400,0.00
4998,1998-01-01,1998-10-31,WA,1400,0.00
4999,1998-01-01,1998-11-01,WA,1400,0.00
5000,1998-01-01,1998-11-02,WA,1400,0.00
5001,1998-01-01,1998-11-03,WA,1400,0.00
5002,1998-01-01,1998-11-04,WA,1400,0.0
5003,1998-01-01,1998-11-05,WA,1400,0.0
5004,1998-01-01,1998-11-06,WA,1400,0.0
5005,1998-01-01,1998-11-07,WA,1400,0.0
5006,1999-01-01,1999-09-04,WA,1400,0.40
5007,1999-01-01,1999-09-05,WA,1400,0.70
5008,1999-01-01,1999-09-06,WA,1400,1.10
5009,1999-01-01,1999-09-07,WA,1400,1.40
5010,1999-01-01,1999-09-08,WA,1400,1.80
5011,1999-01-01,1999-09-09,WA,1400,1.90
5012,1999-01-01,1999-09-10,WA,1400,2.00
5013,1999-01-01,1999-09-11,WA,1400,2.20
5014,1999-01-01,1999-09-12,WA,1400,2.30
5015,1999-01-01,1999-09-13,WA,1400,2.40
5016,1999-01-01,1999-09-14,WA,1400,2.50
